"工業生產指數-月 依 期間, 指標 與 種類"

" ","總指數"," ","總指數(不含土石採取業)"," ","礦業及土石採取業"," ","製造業"," ","金屬機電工業"," ","資訊電子工業"," ","化學工業"," ","民生工業"," ","電力及燃氣供應業"," ","用水供應業"," "
" ","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)"
"1982M01",-,-,11.22,-43.02,-,-,10.76,-44.76,16.18,-33.06,1.34,-56.91,19.89,-23.56,76.97,-27.23,14.35,-26.93,33.07,5.15
"1982M02",-,-,11.89,-40.67,-,-,11.46,-26.40,17.36,-10.47,1.57,-40.75,20.97,-2.74,80.28,4.37,14.90,-7.97,30.43,3.22
"1982M03",-,-,13.37,-34.75,-,-,12.86,-35.18,19.06,-21.50,1.76,-49.57,22.98,-12.62,93.00,-5.91,17.04,-14.46,33.25,4.69
"1982M04",-,-,12.93,-36.09,-,-,12.41,-37.92,18.71,-24.65,1.81,-49.86,21.92,-15.43,88.07,-12.38,16.42,-17.94,32.28,3.69
"1982M05",-,-,13.17,-36.10,-,-,12.60,-37.53,19.30,-21.19,1.80,-50.14,23.16,-11.60,86.18,-14.93,18.06,-13.34,35.22,10.03
"1982M06",-,-,12.74,-36.59,-,-,12.14,-39.21,17.78,-31.19,1.78,-51.23,22.33,-13.72,84.36,-11.98,18.24,-12.22,34.81,10.23
"1982M07",-,-,13.10,-31.09,-,-,12.47,-38.60,18.68,-23.06,1.88,-53.23,22.85,-10.39,84.96,-16.63,19.52,-12.66,37.20,9.64
"1982M08",-,-,12.64,-35.48,-,-,11.96,-41.26,18.27,-28.77,1.84,-51.83,21.16,-17.25,82.62,-19.36,19.62,-16.05,37.86,9.61
"1982M09",-,-,12.97,-33.25,-,-,12.34,-36.06,18.33,-23.02,1.81,-49.44,22.73,-5.57,85.09,-12.92,18.91,-8.96,38.52,10.34
"1982M10",-,-,12.71,-35.45,-,-,12.09,-37.84,17.90,-22.54,1.62,-57.03,23.49,-7.34,81.76,-13.82,18.15,-13.07,38.42,8.13
"1982M11",-,-,12.45,-35.19,-,-,11.89,-36.59,18.20,-21.31,1.62,-53.71,22.59,-10.43,80.15,-11.63,16.99,-10.95,37.01,7.43
"1982M12",-,-,14.11,-31.60,-,-,13.61,-34.38,20.27,-15.47,1.88,-49.60,25.42,-7.76,94.40,-12.74,17.20,-12.56,37.01,10.44
"1983M01",-,-,13.62,21.39,-,-,13.11,21.84,19.05,17.74,1.77,32.09,24.89,25.14,91.29,18.60,17.20,19.86,36.87,11.49
"1983M02",-,-,10.97,-7.74,-,-,10.56,-7.85,15.85,-8.70,1.52,-3.18,20.42,-2.62,69.66,-13.23,14.00,-6.04,34.32,12.78
"1983M03",-,-,14.07,5.24,-,-,13.58,5.60,19.80,3.88,2.03,15.34,25.88,12.62,91.24,-1.89,17.44,2.35,36.82,10.74
"1983M04",-,-,14.02,8.43,-,-,13.50,8.78,20.98,12.13,2.12,17.13,23.21,5.89,94.30,7.07,17.88,8.89,36.57,13.29
"1983M05",-,-,14.61,10.93,-,-,14.02,11.27,21.31,10.41,2.20,22.22,25.96,12.09,93.06,7.98,19.70,9.08,38.65,9.74
"1983M06",-,-,14.85,16.56,-,-,14.23,17.22,20.97,17.94,2.37,33.15,26.46,18.50,93.41,10.73,20.64,13.16,38.97,11.95
"1983M07",-,-,15.31,16.87,-,-,14.53,16.52,21.62,15.74,2.50,32.98,26.93,17.86,94.61,11.36,23.32,19.47,41.25,10.89
"1983M08",-,-,15.39,21.76,-,-,14.68,22.74,22.16,21.29,2.63,42.93,26.29,24.24,95.91,16.09,22.56,14.98,40.70,7.50
"1983M09",-,-,14.99,15.57,-,-,14.34,16.21,22.32,21.77,2.48,37.02,26.04,14.56,92.30,8.47,21.50,13.70,40.25,4.49
"1983M10",-,-,14.97,17.78,-,-,14.30,18.28,22.98,28.38,2.36,45.68,26.72,13.75,89.41,9.36,21.24,17.02,40.51,5.44
"1983M11",-,-,15.04,20.80,-,-,14.51,22.04,22.51,23.68,2.44,50.62,28.06,24.21,88.85,10.85,18.80,10.65,39.60,7.00
"1983M12",-,-,15.89,12.62,-,-,15.40,13.15,23.70,16.92,2.54,35.11,28.66,12.75,99.12,5.00,18.99,10.41,38.95,5.24
"1984M01",-,-,16.48,21.00,-,-,16.04,22.35,22.83,19.84,2.55,44.07,29.39,18.08,110.62,21.17,18.76,9.07,38.52,4.48
"1984M02",-,-,13.09,19.33,-,-,12.67,19.98,18.33,15.65,2.18,43.42,24.66,20.76,79.75,14.48,16.24,16.00,36.00,4.90
"1984M03",-,-,16.51,17.34,-,-,15.99,17.75,23.09,16.62,2.90,42.86,29.25,13.02,104.81,14.87,20.02,14.79,38.30,4.02
"1984M04",-,-,15.96,13.84,-,-,15.46,14.52,22.80,8.67,2.86,34.91,28.39,22.32,98.86,4.84,19.56,9.40,37.97,3.83
"1984M05",-,-,17.15,17.39,-,-,16.61,18.47,23.60,10.75,3.15,43.18,31.98,23.19,102.61,10.26,21.09,7.06,39.33,1.76
"1984M06",-,-,16.60,11.78,-,-,15.98,12.30,23.58,12.45,3.12,31.65,30.15,13.95,96.97,3.81,22.45,8.77,40.52,3.98
"1984M07",-,-,17.20,12.34,-,-,16.51,13.63,24.20,11.93,3.11,24.40,30.84,14.52,103.42,9.31,24.85,6.56,42.58,3.22
"1984M08",-,-,17.11,11.18,-,-,16.43,11.92,24.36,9.93,3.19,21.29,30.91,17.57,100.18,4.45,24.03,6.52,43.31,6.41
"1984M09",-,-,15.66,4.47,-,-,14.99,4.53,22.69,1.66,2.84,14.52,28.05,7.72,91.59,-0.77,22.32,3.81,43.44,7.93
"1984M10",-,-,15.80,5.54,-,-,15.16,6.01,22.83,-0.65,2.92,23.73,27.86,4.27,94.01,5.14,21.80,2.64,43.46,7.28
"1984M11",-,-,15.91,5.78,-,-,15.37,5.93,23.58,4.75,2.90,18.85,28.56,1.78,94.06,5.86,20.41,8.56,41.61,5.08
"1984M12",-,-,16.77,5.54,-,-,16.27,5.65,23.86,0.68,2.93,15.35,30.65,6.94,103.02,3.93,20.26,6.69,41.49,6.52
"1985M01",-,-,17.12,3.88,-,-,16.66,3.87,23.98,5.04,2.97,16.47,31.17,6.06,107.49,-2.83,20.32,8.32,40.52,5.19
"1985M02",-,-,13.88,6.04,-,-,13.48,6.39,19.39,5.78,2.51,15.14,25.59,3.77,84.40,5.83,16.87,3.88,39.82,10.61
"1985M03",-,-,16.79,1.70,-,-,16.26,1.69,22.37,-3.12,3.05,5.17,30.54,4.41,105.01,0.19,21.18,5.79,40.50,5.74
"1985M04",-,-,16.86,5.64,-,-,16.35,5.76,24.09,5.66,3.09,8.04,29.82,5.04,104.12,5.32,20.94,7.06,40.72,7.24
"1985M05",-,-,17.20,0.29,-,-,16.50,-0.66,24.05,1.91,3.04,-3.49,30.86,-3.50,104.56,1.90,24.02,13.89,43.42,10.40
"1985M06",-,-,16.54,-0.36,-,-,15.89,-0.56,24.20,2.63,2.83,-9.29,29.89,-0.86,98.89,1.98,23.19,3.30,43.88,8.29
"1985M07",-,-,17.10,-0.58,-,-,16.32,-1.15,23.92,-1.16,2.75,-11.58,31.80,3.11,102.67,-0.73,25.42,2.29,46.22,8.55
"1985M08",-,-,16.69,-2.45,-,-,15.93,-3.04,23.65,-2.91,2.67,-16.30,31.11,0.65,99.19,-0.99,25.15,4.66,46.51,7.39
"1985M09",-,-,16.09,2.75,-,-,15.38,2.60,22.69,0.00,2.60,-8.45,30.23,7.77,95.20,3.94,23.72,6.27,46.40,6.81
"1985M10",-,-,16.71,5.76,-,-,16.02,5.67,23.32,2.15,2.43,-16.78,32.70,17.37,99.99,6.36,23.75,8.94,47.06,8.28
"1985M11",-,-,16.39,3.02,-,-,15.83,2.99,22.88,-2.97,2.45,-15.52,32.08,12.32,99.34,5.61,21.39,4.80,44.93,7.98
"1985M12",-,-,18.21,8.59,-,-,17.69,8.73,25.47,6.75,2.71,-7.51,36.13,17.88,110.61,7.37,22.14,9.28,44.87,8.15
"1986M01",-,-,18.66,9.00,-,-,18.15,8.94,25.67,7.05,2.92,-1.68,35.90,15.17,116.51,8.39,22.60,11.22,43.82,8.14
"1986M02",-,-,14.20,2.31,-,-,13.76,2.08,19.50,0.57,2.36,-5.98,27.54,7.62,84.83,0.51,18.30,8.48,40.82,2.51
"1986M03",-,-,20.18,20.19,-,-,19.74,21.40,31.72,41.80,3.48,14.10,36.76,20.37,120.52,14.77,22.98,8.50,43.16,6.57
"1986M04",-,-,18.20,7.95,-,-,17.62,7.77,25.27,4.90,3.31,7.12,34.62,16.10,106.03,1.83,23.65,12.94,43.47,6.75
"1986M05",-,-,19.11,11.10,-,-,18.48,12.00,26.41,9.81,3.42,12.50,36.64,18.73,111.04,6.20,25.48,6.08,44.98,3.59
"1986M06",-,-,18.72,13.18,-,-,18.05,13.59,26.78,10.66,3.35,18.37,35.40,18.43,107.17,8.37,26.23,13.11,43.85,-0.07
"1986M07",-,-,19.60,14.62,-,-,18.78,15.07,28.47,19.02,3.69,34.18,34.44,8.30,115.15,12.16,29.16,14.71,48.36,4.63
"1986M08",-,-,19.62,17.56,-,-,18.83,18.20,27.77,17.42,3.82,43.07,35.03,12.60,113.82,14.75,28.64,13.88,49.93,7.35
"1986M09",-,-,19.12,18.83,-,-,18.44,19.90,27.23,20.01,3.63,39.62,35.51,17.47,109.04,14.54,26.57,12.02,49.78,7.28
"1986M10",-,-,20.27,21.30,-,-,19.66,22.72,28.91,23.97,3.93,61.73,38.14,16.64,114.68,14.69,26.25,10.53,49.80,5.82
"1986M11",-,-,19.77,20.62,-,-,19.22,21.42,28.64,25.17,3.86,57.55,38.22,19.14,108.11,8.83,24.76,15.76,48.52,7.99
"1986M12",-,-,21.52,18.18,-,-,21.02,18.82,30.98,21.63,4.23,56.09,41.22,14.09,120.50,8.94,25.47,15.04,48.23,7.49
"1987M01",-,-,19.86,6.43,-,-,19.36,6.67,27.82,8.38,3.56,21.92,38.94,8.47,114.71,-1.54,23.66,4.69,47.30,7.94
"1987M02",-,-,18.43,29.79,-,-,17.97,30.60,24.93,27.85,3.61,52.97,36.61,32.93,102.68,21.04,22.35,22.13,44.23,8.35
"1987M03",-,-,21.36,5.85,-,-,20.81,5.42,30.29,-4.51,4.37,25.57,40.08,9.03,120.32,-0.17,26.14,13.75,47.34,9.68
"1987M04",-,-,21.52,18.24,-,-,21.00,19.18,31.32,23.94,4.39,32.63,39.34,13.63,123.28,16.27,26.01,9.98,47.20,8.58
"1987M05",-,-,21.63,13.19,-,-,20.96,13.42,31.58,19.58,4.20,22.81,40.18,9.66,121.95,9.83,28.29,11.03,49.22,9.43
"1987M06",-,-,21.48,14.74,-,-,20.75,14.96,32.15,20.05,4.36,30.15,38.80,9.60,119.07,11.10,29.26,11.55,48.90,11.52
"1987M07",-,-,22.02,12.35,-,-,21.18,12.78,33.59,17.98,4.54,23.04,38.77,12.57,120.85,4.95,32.01,9.77,52.22,7.98
"1987M08",-,-,21.93,11.77,-,-,20.98,11.42,32.90,18.47,4.45,16.49,38.41,9.65,121.69,6.91,33.40,16.62,53.04,6.23
"1987M09",-,-,20.96,9.62,-,-,20.23,9.71,31.65,16.23,4.44,22.31,36.76,3.52,115.95,6.34,29.00,9.15,53.38,7.23
"1987M10",-,-,21.32,5.18,-,-,20.59,4.73,31.34,8.41,4.57,16.28,38.90,1.99,114.74,0.05,29.06,10.70,53.06,6.55
"1987M11",-,-,20.85,5.46,-,-,20.23,5.25,30.71,7.23,4.39,13.73,39.81,4.16,108.88,0.71,27.02,9.13,51.48,6.10
"1987M12",-,-,22.68,5.39,-,-,22.14,5.33,33.15,7.00,4.95,17.02,42.24,2.47,122.77,1.88,26.83,5.34,51.10,5.95
"1988M01",-,-,22.06,11.08,-,-,21.49,11.00,33.57,20.67,4.56,28.09,42.27,8.55,115.06,0.31,26.82,13.36,51.50,8.88
"1988M02",-,-,18.47,0.22,-,-,17.95,-0.11,26.11,4.73,3.83,6.09,36.52,-0.25,96.42,-6.10,23.15,3.58,48.81,10.35
"1988M03",-,-,22.02,3.09,-,-,21.39,2.79,32.91,8.65,4.73,8.24,41.00,2.30,116.38,-3.27,28.02,7.19,50.99,7.71
"1988M04",-,-,21.80,1.30,-,-,21.18,0.86,32.71,4.44,4.68,6.61,40.23,2.26,116.43,-5.56,27.43,5.46,50.55,7.10
"1988M05",-,-,21.96,1.53,-,-,21.14,0.86,33.79,7.00,4.65,10.71,40.29,0.27,113.20,-7.18,31.27,10.53,53.49,8.68
"1988M06",-,-,22.06,2.70,-,-,21.14,1.88,33.86,5.32,4.83,10.78,39.95,2.96,111.53,-6.33,33.13,13.23,53.42,9.24
"1988M07",-,-,22.55,2.41,-,-,21.47,1.37,33.62,0.09,4.84,6.61,41.28,6.47,113.78,-5.85,36.60,14.34,56.97,9.10
"1988M08",-,-,22.78,3.88,-,-,21.77,3.77,34.45,4.71,5.04,13.26,41.17,7.19,114.61,-5.82,35.66,6.77,57.49,8.39
"1988M09",-,-,22.08,5.34,-,-,21.21,4.84,33.21,4.93,4.77,7.43,41.09,11.78,111.32,-3.99,32.50,12.07,56.94,6.67
"1988M10",-,-,22.13,3.80,-,-,21.37,3.79,34.92,11.42,4.79,4.81,41.00,5.40,110.25,-3.91,30.74,5.78,57.23,7.86
"1988M11",-,-,22.26,6.76,-,-,21.63,6.92,36.46,18.72,4.83,10.02,41.47,4.17,109.50,0.57,28.36,4.96,55.08,6.99
"1988M12",-,-,23.98,5.73,-,-,23.42,5.78,38.11,14.96,5.32,7.47,45.27,7.17,119.07,-3.01,29.02,8.16,55.43,8.47
"1989M01",-,-,23.10,4.71,-,-,22.47,4.56,36.40,8.43,4.87,6.80,44.09,4.31,117.32,1.96,28.13,4.88,55.58,7.92
"1989M02",-,-,18.02,-2.44,-,-,17.47,-2.67,26.53,1.61,3.67,-4.18,35.16,-3.72,94.94,-1.53,22.88,-1.17,51.13,4.75
"1989M03",-,-,24.12,9.54,-,-,23.49,9.82,38.91,18.23,5.33,12.68,44.62,8.83,121.49,4.39,29.26,4.43,54.51,6.90
"1989M04",-,-,23.12,6.06,-,-,22.46,6.04,37.29,14.00,5.00,6.84,43.08,7.08,114.83,-1.37,29.24,6.60,54.12,7.06
"1989M05",-,-,23.79,8.33,-,-,23.00,8.80,38.44,13.76,5.24,12.69,42.99,6.70,117.41,3.72,32.32,3.36,57.11,6.77
"1989M06",-,-,23.33,5.76,-,-,22.47,6.29,37.89,11.90,5.20,7.66,41.92,4.93,112.84,1.17,33.69,1.69,56.19,5.19
"1989M07",-,-,23.27,3.19,-,-,22.24,3.59,36.62,8.92,5.08,4.96,41.98,1.70,113.75,-0.03,37.03,1.17,60.52,6.23
"1989M08",-,-,23.97,5.22,-,-,22.96,5.47,37.81,9.75,5.23,3.77,43.63,5.98,116.52,1.67,37.25,4.46,61.72,7.36
"1989M09",-,-,22.49,1.86,-,-,21.62,1.93,35.36,6.47,4.87,2.10,40.77,-0.78,111.15,-0.15,33.06,1.72,61.04,7.20
"1989M10",-,-,22.32,0.86,-,-,21.50,0.61,36.15,3.52,4.80,0.21,42.09,2.66,105.73,-4.10,31.46,2.34,61.84,8.06
"1989M11",-,-,22.87,2.74,-,-,22.14,2.36,38.24,4.88,4.94,2.28,42.92,3.50,107.12,-2.17,29.96,5.64,60.72,10.24
"1989M12",-,-,23.35,-2.63,-,-,22.63,-3.37,37.75,-0.94,4.99,-6.20,44.35,-2.03,113.29,-4.85,29.97,3.27,59.81,7.90
"1990M01",-,-,20.15,-12.77,-,-,19.43,-13.53,31.03,-14.75,4.09,-16.02,38.74,-12.13,102.67,-12.49,27.51,-2.20,59.98,7.92
"1990M02",-,-,20.55,14.04,-,-,19.88,13.80,32.54,22.65,4.35,18.53,38.56,9.67,103.61,9.13,27.26,19.14,55.14,7.84
"1990M03",-,-,23.74,-1.58,-,-,23.01,-2.04,39.21,0.77,5.16,-3.19,44.68,0.13,113.21,-6.82,31.34,7.11,59.37,8.92
"1990M04",-,-,22.60,-2.25,-,-,21.86,-2.67,37.73,1.18,5.02,0.40,41.21,-4.34,108.19,-5.78,30.68,4.92,57.38,6.02
"1990M05",-,-,23.09,-2.94,-,-,22.20,-3.48,38.38,-0.16,5.21,-0.57,41.18,-4.21,108.92,-7.23,34.16,5.69,60.65,6.20
"1990M06",-,-,22.82,-2.19,-,-,21.86,-2.71,38.05,0.42,5.40,3.85,39.76,-5.15,105.44,-6.56,35.86,6.44,59.18,5.32
"1990M07",-,-,23.29,0.09,-,-,22.11,-0.58,37.40,2.13,5.25,3.35,41.07,-2.17,110.10,-3.21,40.13,8.37,63.73,5.30
"1990M08",-,-,23.62,-1.46,-,-,22.51,-1.96,38.29,1.27,5.28,0.96,42.26,-3.14,111.25,-4.52,39.03,4.78,64.43,4.39
"1990M09",-,-,22.67,0.80,-,-,21.70,0.37,36.78,4.02,5.12,5.13,41.45,1.67,105.41,-5.16,35.56,7.56,63.74,4.42
"1990M10",-,-,22.92,2.69,-,-,22.00,2.33,36.90,2.07,4.98,3.75,43.73,3.90,106.50,0.73,34.10,8.39,64.45,4.22
"1990M11",-,-,23.51,2.80,-,-,22.70,2.53,38.87,1.65,5.44,10.12,43.92,2.33,106.63,-0.46,32.68,9.08,62.68,3.23
"1990M12",-,-,24.06,3.04,-,-,23.32,3.05,40.06,6.12,5.43,8.82,44.48,0.29,113.39,0.09,32.11,7.14,63.23,5.72
"1991M01",-,-,23.26,15.43,-,-,22.42,15.39,37.52,20.92,5.03,22.98,44.26,14.25,110.71,7.83,32.50,18.14,62.10,3.53
"1991M02",-,-,18.86,-8.22,-,-,18.15,-8.70,29.23,-10.17,4.13,-5.06,36.32,-5.81,91.03,-12.14,26.54,-2.64,57.25,3.83
"1991M03",-,-,23.87,0.55,-,-,23.01,0.00,38.41,-2.04,5.44,5.43,44.57,-0.25,112.09,-0.99,33.60,7.21,62.46,5.20
"1991M04",-,-,23.41,3.58,-,-,22.54,3.11,39.04,3.47,5.42,7.97,42.41,2.91,107.76,-0.40,33.56,9.39,61.16,6.59
"1991M05",-,-,24.84,7.58,-,-,23.77,7.07,40.74,6.15,5.81,11.52,43.95,6.73,115.07,5.65,38.61,13.03,63.93,5.41
"1991M06",-,-,24.09,5.57,-,-,22.93,4.89,39.60,4.07,5.64,4.44,41.99,5.61,110.94,5.22,40.20,12.10,63.05,6.54
"1991M07",-,-,24.95,7.13,-,-,23.64,6.92,41.88,11.98,5.83,11.05,42.12,2.56,115.96,5.32,43.67,8.82,67.57,6.03
"1991M08",-,-,25.72,8.89,-,-,24.45,8.62,42.53,11.07,5.91,11.93,44.41,5.09,120.68,8.48,43.50,11.45,68.39,6.15
"1991M09",-,-,25.34,11.78,-,-,24.27,11.84,44.23,20.26,5.75,12.30,44.70,7.84,114.59,8.71,38.99,9.65,66.91,4.97
"1991M10",-,-,26.17,14.18,-,-,25.26,14.82,45.97,24.58,5.92,18.88,47.63,8.92,116.94,9.80,36.20,6.16,67.51,4.75
"1991M11",-,-,26.14,11.19,-,-,25.33,11.59,46.33,19.19,5.92,8.82,47.36,7.83,118.03,10.69,34.42,5.32,66.95,6.81
"1991M12",-,-,26.96,12.05,-,-,26.15,12.14,48.00,19.82,5.99,10.31,48.29,8.57,125.34,10.54,34.81,8.41,66.67,5.44
"1992M01",-,-,26.01,11.82,-,-,25.13,12.09,44.34,18.18,5.71,13.52,47.82,8.04,122.85,10.97,34.92,7.45,66.33,6.81
"1992M02",-,-,20.34,7.85,-,-,19.53,7.60,33.54,14.75,4.44,7.51,39.13,7.74,91.93,0.99,29.35,10.59,61.95,8.21
"1992M03",-,-,25.92,8.59,-,-,25.00,8.65,43.55,13.38,5.95,9.38,48.63,9.11,116.09,3.57,36.20,7.74,65.41,4.72
"1992M04",-,-,25.68,9.70,-,-,24.78,9.94,43.32,10.96,5.96,9.96,47.81,12.73,115.13,6.84,35.70,6.38,64.15,4.89
"1992M05",-,-,26.17,5.35,-,-,25.13,5.72,45.68,12.13,6.04,3.96,47.12,7.21,115.67,0.52,38.79,0.47,67.25,5.19
"1992M06",-,-,25.59,6.23,-,-,24.42,6.50,45.70,15.40,6.01,6.56,44.17,5.19,111.00,0.05,40.95,1.87,67.63,7.26
"1992M07",-,-,26.29,5.37,-,-,24.90,5.33,46.03,9.91,6.06,3.95,44.63,5.96,116.79,0.72,46.13,5.63,69.95,3.52
"1992M08",-,-,26.08,1.40,-,-,24.67,0.90,45.90,7.92,5.72,-3.21,45.63,2.75,115.80,-4.04,45.95,5.63,70.68,3.35
"1992M09",-,-,24.92,-1.66,-,-,23.73,-2.22,43.83,-0.90,5.68,-1.22,43.84,-1.92,108.93,-4.94,40.79,4.62,70.26,5.01
